elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
15401.0,18683.0,8709.0,4234.0,1783.0,2526.0,7970.0,6893.0,4901.0,11322.0,2310.0
14123.0,17036.0,8026.0,3867.0,1670.0,2386.0,7407.0,6327.0,4465.0,10456.0,2224.0
13048.0,15331.0,7521.0,3537.0,1546.0,2259.0,6826.0,5788.0,4126.0,9614.0,2176.0
12222.0,13930.0,7208.0,3352.0,1463.0,2181.0,6311.0,5437.0,3907.0,8879.0,2112.0
11722.0,13308.0,6913.0,3214.0,1414.0,2104.0,5910.0,5270.0,3829.0,8633.0,2092.0
11321.0,12840.0,6646.0,3138.0,1416.0,2094.0,5644.0,5134.0,3757.0,8381.0,2041.0
11046.0,12519.0,6690.0,3099.0,1463.0,2171.0,5443.0,5205.0,3788.0,8451.0,2041.0
11056.0,12602.0,6833.0,3155.0,1540.0,2282.0,5351.0,5428.0,3946.0,8692.0,2061.0
11654.0,13140.0,7192.0,3286.0,1681.0,2479.0,5242.0,5866.0,4233.0,9213.0,2148.0
12741.0,13955.0,7670.0,3569.0,1783.0,2719.0,5313.0,6426.0,4594.0,10146.0,2182.0
13821.0,15155.0,8172.0,3752.0,1871.0,2933.0,5726.0,6818.0,4856.0,10863.0,2141.0
14827.0,16497.0,8615.0,3909.0,1907.0,3122.0,6276.0,7137.0,5091.0,11346.0,2218.0
15912.0,17516.0,8874.0,3992.0,1915.0,3249.0,6761.0,7376.0,5265.0,11607.0,2239.0
16939.0,18313.0,9176.0,4041.0,1929.0,3395.0,7284.0,7433.0,5423.0,11692.0,2246.0
17913.0,18840.0,9472.0,4075.0,1950.0,3488.0,7609.0,7476.0,5483.0,11703.0,2276.0
18730.0,19286.0,9697.0,4102.0,1978.0,3551.0,7853.0,7478.0,5535.0,11718.0,2265.0
19391.0,19834.0,9824.0,4138.0,1978.0,3569.0,8070.0,7508.0,5564.0,11682.0,2294.0
19773.0,20375.0,10033.0,4171.0,2011.0,3621.0,8207.0,7537.0,5650.0,11707.0,2361.0
20097.0,20957.0,10209.0,4189.0,1997.0,3503.0,8369.0,7510.0,5675.0,11710.0,2366.0
20092.0,21295.0,10378.0,4210.0,2000.0,3376.0,8403.0,7512.0,5668.0,11720.0,2416.0
19590.0,21378.0,10219.0,4248.0,1979.0,3323.0,8368.0,7473.0,5616.0,11765.0,2407.0
18960.0,21149.0,9995.0,4206.0,1957.0,3308.0,8327.0,7412.0,5463.0,11796.0,2387.0
18419.0,20463.0,9812.0,4139.0,1933.0,3184.0,7975.0,7330.0,5369.0,11680.0,2383.0
17318.0,20330.0,9586.0,4052.0,1856.0,2943.0,7771.0,7248.0,5152.0,11647.0,2366.0
15817.0,19667.0,8949.0,3929.0,1731.0,2686.0,7427.0,6846.0,4739.0,11285.0,2281.0
14557.0,17877.0,8296.0,3617.0,1621.0,2504.0,6890.0,6310.0,4327.0,10548.0,2186.0
13499.0,15971.0,7726.0,3367.0,1513.0,2367.0,6307.0,5772.0,4018.0,9590.0,2118.0
12608.0,14509.0,7316.0,3222.0,1469.0,2294.0,5789.0,5415.0,3836.0,8993.0,2044.0
12072.0,13709.0,7018.0,3113.0,1442.0,2243.0,5467.0,5209.0,3676.0,8646.0,1984.0
11709.0,13171.0,6870.0,3045.0,1425.0,2230.0,5206.0,5123.0,3628.0,8446.0,1986.0
11547.0,12834.0,6815.0,3055.0,1457.0,2284.0,5014.0,5182.0,3734.0,8443.0,1995.0
