elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
16394.0,28701.0,13814.0,5814.0,3183.0,3799.0,8230.0,11447.0,8398.0,20039.0,2950.0
15383.0,28293.0,13105.0,5562.0,3028.0,3648.0,8156.0,11264.0,8060.0,19773.0,2872.0
14055.0,26605.0,12061.0,5183.0,2824.0,3367.0,7855.0,10760.0,7534.0,18924.0,2730.0
12737.0,24985.0,10915.0,4752.0,2553.0,3069.0,7492.0,10120.0,6861.0,17887.0,2568.0
11616.0,22698.0,9932.0,4343.0,2355.0,2873.0,6999.0,9269.0,6286.0,16410.0,2430.0
10967.0,20092.0,9511.0,4006.0,2224.0,2743.0,6410.0,8424.0,5940.0,14822.0,2372.0
10534.0,17779.0,9156.0,3845.0,2134.0,2690.0,5852.0,7725.0,5718.0,13419.0,2364.0
10357.0,16416.0,8992.0,3756.0,2077.0,2666.0,5588.0,7292.0,5582.0,12649.0,2330.0
10514.0,15495.0,8982.0,3727.0,2085.0,2723.0,5383.0,7088.0,5561.0,12282.0,2284.0
11228.0,14915.0,9340.0,3856.0,2166.0,2817.0,5274.0,6978.0,5788.0,12076.0,2326.0
12605.0,14816.0,10314.0,4258.0,2452.0,3095.0,5265.0,7133.0,6431.0,12393.0,2402.0
13785.0,15566.0,11520.0,4839.0,2808.0,3323.0,5592.0,7852.0,7333.0,13680.0,2610.0
14565.0,17833.0,12782.0,5313.0,3035.0,3593.0,6080.0,9050.0,8070.0,15847.0,2808.0
14457.0,20571.0,12834.0,5501.0,3068.0,3650.0,6558.0,10142.0,8168.0,17800.0,2863.0
13929.0,23040.0,12379.0,5456.0,3001.0,3564.0,7098.0,10665.0,8011.0,18832.0,2846.0
13427.0,23868.0,11726.0,5361.0,2882.0,3441.0,7336.0,10761.0,7795.0,18905.0,2810.0
13343.0,22954.0,11409.0,5263.0,2851.0,3391.0,7129.0,10620.0,7621.0,18692.0,2749.0
13505.0,21978.0,11302.0,5208.0,2836.0,3354.0,6805.0,10334.0,7495.0,18041.0,2736.0
13493.0,21817.0,11249.0,5126.0,2816.0,3317.0,6742.0,10231.0,7297.0,17860.0,2734.0
14063.0,21817.0,11638.0,5174.0,2882.0,3378.0,6628.0,10197.0,7456.0,17665.0,2781.0
14616.0,21595.0,12465.0,5382.0,3055.0,3421.0,6561.0,10181.0,7791.0,17546.0,2883.0
15961.0,22470.0,13803.0,5741.0,3310.0,3725.0,6678.0,10387.0,8297.0,17994.0,2992.0
17180.0,23947.0,14477.0,6064.0,3480.0,3938.0,7206.0,11122.0,8699.0,19478.0,3127.0
16980.0,26884.0,14443.0,6114.0,3453.0,3905.0,7959.0,11826.0,8744.0,20832.0,3082.0
16281.0,28362.0,13809.0,5963.0,3303.0,3761.0,8236.0,12100.0,8464.0,21490.0,3023.0
15241.0,28186.0,13004.0,5712.0,3176.0,3596.0,8217.0,12020.0,8138.0,21259.0,2924.0
13977.0,26633.0,11987.0,5372.0,2949.0,3323.0,7899.0,11537.0,7669.0,20433.0,2785.0
12674.0,24998.0,10818.0,4920.0,2653.0,3043.0,7584.0,10853.0,7047.0,19290.0,2631.0
