AZ_small_hydroelectric_1,CA_small_hydroelectric_1,CO_small_hydroelectric_1,ID_small_hydroelectric_1,MT_small_hydroelectric_1,NM_small_hydroelectric_1,NV_small_hydroelectric_1,OR_small_hydroelectric_1,UT_small_hydroelectric_1,WA_small_hydroelectric_1,WY_small_hydroelectric_1
0.2288642525672912,0.2507253289222717,0.2905009388923645,0.3174571692943573,0.3487204909324646,0.3293721377849579,0.2999816238880157,0.5357375144958496,0.2688908874988556,0.4106901884078979,0.0979650169610977
0.2288650423288345,0.2506881654262543,0.2902035713195801,0.3170024454593658,0.3485187888145447,0.3291844427585602,0.3000075221061706,0.5354526042938232,0.2688708901405334,0.4103689193725586,0.0979596823453903
0.2288658320903778,0.2506509721279144,0.2899062633514404,0.316547691822052,0.3483171164989471,0.3289967775344848,0.3000333905220032,0.5351678133010864,0.2688508927822113,0.4100476801395416,0.0979543700814247
0.228866621851921,0.2506137490272522,0.2896089255809784,0.3160929679870605,0.3481154441833496,0.3288090825080871,0.3000593185424804,0.5348829627037048,0.2688308954238891,0.4097264409065246,0.0979490354657173
0.2288674116134643,0.2505765557289123,0.2893116176128387,0.3156382441520691,0.3479137420654297,0.3286214172840118,0.3000851571559906,0.5345981121063232,0.2688108682632446,0.4094051718711853,0.0979437232017517
0.2288682162761688,0.2505393624305725,0.2890142798423767,0.3151835203170776,0.3477120995521545,0.3284337222576141,0.3001110851764679,0.5343132615089417,0.2687908411026001,0.4090839624404907,0.0979383885860443
0.2288689911365509,0.2505021691322326,0.288716971874237,0.3147287964820862,0.347510427236557,0.3282460272312164,0.3001369535923004,0.5340284109115601,0.2687708735466003,0.4087626934051513,0.0979330688714981
0.2288697659969329,0.2504649758338928,0.2884196639060974,0.3142740428447723,0.3473087549209595,0.3280583620071411,0.3001628518104553,0.5337435007095337,0.2687508761882782,0.4084414541721344,0.0979277417063713
0.2288705706596374,0.250427782535553,0.2881223261356354,0.3138193190097809,0.3471070826053619,0.3278706669807434,0.3001887202262878,0.5334587097167969,0.268730878829956,0.4081202149391174,0.0979224219918251
0.2288713455200195,0.2503905892372131,0.2878249883651733,0.313364565372467,0.3469054102897644,0.3276830017566681,0.3002146184444427,0.5331738591194153,0.2687108814716339,0.4077989459037781,0.0979170948266983
0.228872150182724,0.2503533959388733,0.2875276803970337,0.3129098415374756,0.3467037081718445,0.3274953067302704,0.3002405166625976,0.5328890085220337,0.2686908841133117,0.4074776768684387,0.0979117751121521
0.2288729399442672,0.2503162026405334,0.2872303426265716,0.3124551177024841,0.3465020656585693,0.3273076117038727,0.3002663552761078,0.5326041579246521,0.2686708569526672,0.4071564674377441,0.0979064404964447
0.2288737297058105,0.2502789795398712,0.2869330048561096,0.3120003938674927,0.3463003933429718,0.3271199464797973,0.3002922832965851,0.5323193073272705,0.2686508595943451,0.4068352580070495,0.0979011282324791
0.2288745045661926,0.2502417862415313,0.2866356968879699,0.3115456700325012,0.3460987210273742,0.3269322514533996,0.3003181517124176,0.5320343971252441,0.2686308622360229,0.4065139889717102,0.0978957936167717
0.2288753092288971,0.2502046227455139,0.2863383889198303,0.3110909163951874,0.3458970189094543,0.3267445862293243,0.3003440797328949,0.5317496061325073,0.2686108350753784,0.4061927199363708,0.097890481352806
0.2288760840892791,0.2501674294471741,0.2860410511493683,0.3106361925601959,0.3456953465938568,0.3265568912029266,0.300369918346405,0.5314647555351257,0.2685908675193786,0.4058714509010315,0.0978851467370987
0.2288768887519836,0.2501302063465118,0.2857437133789062,0.3101814389228821,0.3454936742782593,0.3263691961765289,0.3003958463668823,0.5311799049377441,0.2685708403587341,0.4055502414703369,0.0978798270225524
0.2288776785135269,0.250093013048172,0.2854464054107666,0.3097267150878906,0.3452919721603393,0.3261815309524536,0.3004217147827148,0.5308950543403625,0.2685508728027344,0.4052289724349975,0.0978745073080062
0.2288784682750702,0.2500558197498321,0.2851490974426269,0.3092719912528991,0.3450903296470642,0.3259938359260559,0.3004476428031921,0.530610203742981,0.2685308456420898,0.4049077332019806,0.0978691801428794
0.2288792431354522,0.2500186264514923,0.2848517596721649,0.3088172674179077,0.3448886573314667,0.3258061707019806,0.3004734814167022,0.5303252935409546,0.2685108482837677,0.4045864939689636,0.0978638529777526
0.2288800477981567,0.2499814331531524,0.2845544219017029,0.3083625435829162,0.3446869850158691,0.3256184756755829,0.3004993498325348,0.5300405025482178,0.2684908509254455,0.4042652249336242,0.0978585332632064
0.2288808226585388,0.2499442398548126,0.2842571139335632,0.3079078197479248,0.3444853127002716,0.3254308104515075,0.3005252778530121,0.5297556519508362,0.268470823764801,0.4039440155029297,0.0978532060980796
0.2288816124200821,0.2499070465564727,0.2839597761631012,0.3074530959129333,0.3442836403846741,0.3252431154251098,0.3005511164665222,0.5294708013534546,0.2684508264064789,0.4036227464675903,0.0978478863835334
0.2288824170827865,0.2498698532581329,0.2836624681949615,0.3069983422756195,0.3440819680690765,0.3250554203987121,0.3005770444869995,0.529185950756073,0.2684308290481567,0.4033015072345733,0.0978425592184066
0.2288832068443298,0.2498326599597931,0.2833651304244995,0.306543618440628,0.343880295753479,0.3248677551746368,0.300602912902832,0.5289011001586914,0.2684108316898346,0.4029802680015564,0.0978372395038604
0.2288839966058731,0.2497954666614532,0.2830678224563598,0.3060888946056366,0.3436786234378814,0.3246800601482391,0.3006288409233093,0.5286162495613098,0.2683908343315124,0.4026590287685394,0.0978319123387336
0.2288847863674163,0.2497582733631134,0.2827705144882202,0.3056341707706451,0.3434769511222839,0.3244923949241638,0.3006546795368194,0.5283313989639282,0.2683708369731903,0.4023377597332001,0.0978265851736068
0.2288855612277984,0.2497210800647735,0.2824731767177582,0.3051794171333313,0.343275249004364,0.3243046998977661,0.3006806075572967,0.5280465483665466,0.2683508396148681,0.4020165205001831,0.0978212654590606
0.2288863658905029,0.2496838867664337,0.2821758389472961,0.3047246932983398,0.3430735766887665,0.3241170048713684,0.3007064759731293,0.527761697769165,0.2683308124542236,0.4016952812671661,0.0978159382939338
0.228887140750885,0.2496466934680938,0.2818785309791565,0.3042699694633484,0.3428719043731689,0.3239293396472931,0.3007323741912842,0.5274768471717834,0.2683108448982239,0.4013740420341491,0.097810611128807
0.2288879454135894,0.2496094852685928,0.2815812230110168,0.3038152158260345,0.3426702320575714,0.3237416446208954,0.3007582426071167,0.5271919965744019,0.2682908177375793,0.4010527729988098,0.0978052914142608
0.2288887351751327,0.249572291970253,0.2812838554382324,0.3033604919910431,0.3424685597419739,0.32355397939682,0.3007841408252716,0.5269070863723755,0.2682708203792572,0.4007315039634704,0.097799964249134
0.228889524936676,0.2495351135730743,0.2809865474700928,0.3029057681560516,0.3422669172286987,0.3233662843704223,0.3008100390434265,0.5266222953796387,0.268250823020935,0.4004102945327759,0.0977946445345878
0.2288902997970581,0.2494979053735733,0.2806892395019531,0.3024510443210602,0.3420652151107788,0.3231785893440246,0.3008358776569366,0.5263374447822571,0.2682308256626129,0.4000890552997589,0.097789317369461
0.2288911044597625,0.2494607120752334,0.2803918719291687,0.3019962906837463,0.3418635725975036,0.3229909241199493,0.3008618056774139,0.5260525345802307,0.2682107985019684,0.3997677862644195,0.0977839976549148
