commodity,commodity_subtype,zone,resource_id,component_id,type,variable,period,value
Electricity,capacity,elec_AZ,AZ_conventional_hydroelectric_1,AZ_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,2762.5
Electricity,capacity,water_node,AZ_conventional_hydroelectric_1,AZ_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,2762.5
Electricity,capacity,elec_CA,CA_conventional_hydroelectric_1,CA_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,8039.2
Electricity,capacity,water_node,CA_conventional_hydroelectric_1,CA_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,8039.2
Electricity,capacity,elec_CO,CO_conventional_hydroelectric_1,CO_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,470.4
Electricity,capacity,water_node,CO_conventional_hydroelectric_1,CO_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,470.4
Electricity,capacity,elec_ID,ID_conventional_hydroelectric_1,ID_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,2182.8
Electricity,capacity,water_node,ID_conventional_hydroelectric_1,ID_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,2182.8
Electricity,capacity,elec_MT,MT_conventional_hydroelectric_1,MT_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,2730.7
Electricity,capacity,water_node,MT_conventional_hydroelectric_1,MT_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,2730.7
Electricity,capacity,elec_NV,NV_conventional_hydroelectric_1,NV_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,1039.4
Electricity,capacity,water_node,NV_conventional_hydroelectric_1,NV_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,1039.4
Electricity,capacity,elec_OR,OR_conventional_hydroelectric_1,OR_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,7674.4
Electricity,capacity,water_node,OR_conventional_hydroelectric_1,OR_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,7674.4
Electricity,capacity,elec_UT,UT_conventional_hydroelectric_1,UT_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,151.8
Electricity,capacity,water_node,UT_conventional_hydroelectric_1,UT_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,151.8
Electricity,capacity,elec_WA,WA_conventional_hydroelectric_1,WA_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,20628.4
Electricity,capacity,water_node,WA_conventional_hydroelectric_1,WA_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,20628.4
Electricity,capacity,elec_WY,WY_conventional_hydroelectric_1,WY_conventional_hydroelectric_1_discharge_edge,HydroRes,capacity,1,232.9
Electricity,capacity,water_node,WY_conventional_hydroelectric_1,WY_conventional_hydroelectric_1_inflow_edge,HydroRes,capacity,1,232.9
Electricity,capacity,elec_AZ,AZ_biomass_1,AZ_biomass_1_elec_edge,MustRun,capacity,1,12.7
Electricity,capacity,elec_AZ,AZ_small_hydroelectric_1,AZ_small_hydroelectric_1_elec_edge,MustRun,capacity,1,14.6
Electricity,capacity,elec_CA,CA_biomass_1,CA_biomass_1_elec_edge,MustRun,capacity,1,141.6
Electricity,capacity,elec_CA,CA_geothermal_1,CA_geothermal_1_elec_edge,MustRun,capacity,1,977.0
Electricity,capacity,elec_CA,CA_small_hydroelectric_1,CA_small_hydroelectric_1_elec_edge,MustRun,capacity,1,238.0
Electricity,capacity,elec_CO,CO_biomass_1,CO_biomass_1_elec_edge,MustRun,capacity,1,9.2
Electricity,capacity,elec_CO,CO_small_hydroelectric_1,CO_small_hydroelectric_1_elec_edge,MustRun,capacity,1,74.7
Electricity,capacity,elec_ID,ID_biomass_1,ID_biomass_1_elec_edge,MustRun,capacity,1,7.6
Electricity,capacity,elec_ID,ID_geothermal_1,ID_geothermal_1_elec_edge,MustRun,capacity,1,12.2
Electricity,capacity,elec_ID,ID_small_hydroelectric_1,ID_small_hydroelectric_1_elec_edge,MustRun,capacity,1,198.9
Electricity,capacity,elec_MT,MT_biomass_1,MT_biomass_1_elec_edge,MustRun,capacity,1,2.0
Electricity,capacity,elec_MT,MT_small_hydroelectric_1,MT_small_hydroelectric_1_elec_edge,MustRun,capacity,1,57.5
Electricity,capacity,elec_NM,NM_biomass_1,NM_biomass_1_elec_edge,MustRun,capacity,1,3.4
Electricity,capacity,elec_NM,NM_geothermal_1,NM_geothermal_1_elec_edge,MustRun,capacity,1,13.8
Electricity,capacity,elec_NM,NM_small_hydroelectric_1,NM_small_hydroelectric_1_elec_edge,MustRun,capacity,1,14.8
Electricity,capacity,elec_NV,NV_biomass_1,NV_biomass_1_elec_edge,MustRun,capacity,1,6.2
Electricity,capacity,elec_NV,NV_geothermal_1,NV_geothermal_1_elec_edge,MustRun,capacity,1,668.7
Electricity,capacity,elec_NV,NV_small_hydroelectric_1,NV_small_hydroelectric_1_elec_edge,MustRun,capacity,1,6.1
Electricity,capacity,elec_OR,OR_biomass_1,OR_biomass_1_elec_edge,MustRun,capacity,1,31.0
Electricity,capacity,elec_OR,OR_geothermal_1,OR_geothermal_1_elec_edge,MustRun,capacity,1,28.5
Electricity,capacity,elec_OR,OR_small_hydroelectric_1,OR_small_hydroelectric_1_elec_edge,MustRun,capacity,1,145.6
Electricity,capacity,elec_UT,UT_biomass_1,UT_biomass_1_elec_edge,MustRun,capacity,1,8.1
Electricity,capacity,elec_UT,UT_geothermal_1,UT_geothermal_1_elec_edge,MustRun,capacity,1,72.8
Electricity,capacity,elec_UT,UT_small_hydroelectric_1,UT_small_hydroelectric_1_elec_edge,MustRun,capacity,1,38.9
Electricity,capacity,elec_WA,WA_biomass_1,WA_biomass_1_elec_edge,MustRun,capacity,1,18.1
Electricity,capacity,elec_WA,WA_small_hydroelectric_1,WA_small_hydroelectric_1_elec_edge,MustRun,capacity,1,293.6
Electricity,capacity,elec_WY,WY_small_hydroelectric_1,WY_small_hydroelectric_1_elec_edge,MustRun,capacity,1,34.3
Electricity,capacity,elec_AZ,AZ_batteries_1,AZ_batteries_1_discharge_edge,Battery,capacity,1,594.9027991863599
Electricity,capacity,elec_AZ,AZ_hydroelectric_pumped_storage_1,AZ_hydroelectric_pumped_storage_1_discharge_edge,Battery,capacity,1,216.26021818540485
Electricity,capacity,elec_CA,CA_batteries_1,CA_batteries_1_discharge_edge,Battery,capacity,1,1236.2330430393044
Electricity,capacity,elec_CA,CA_hydroelectric_pumped_storage_1,CA_hydroelectric_pumped_storage_1_discharge_edge,Battery,capacity,1,1872.7885280265166
Electricity,capacity,elec_CO,CO_batteries_1,CO_batteries_1_discharge_edge,Battery,capacity,1,229.79962094458415
Electricity,capacity,elec_CO,CO_hydroelectric_pumped_storage_1,CO_hydroelectric_pumped_storage_1_discharge_edge,Battery,capacity,1,562.4244284505576
Electricity,capacity,elec_ID,ID_batteries_1,ID_batteries_1_discharge_edge,Battery,capacity,1,0.0
Electricity,capacity,elec_NM,NM_batteries_1,NM_batteries_1_discharge_edge,Battery,capacity,1,366.70241382877975
Electricity,capacity,elec_NV,NV_batteries_1,NV_batteries_1_discharge_edge,Battery,capacity,1,779.8809015180423
Electricity,capacity,elec_OR,OR_batteries_1,OR_batteries_1_discharge_edge,Battery,capacity,1,29.81823950443754
Electricity,capacity,elec_UT,UT_batteries_1,UT_batteries_1_discharge_edge,Battery,capacity,1,0.0
Electricity,capacity,elec_WA,WA_batteries_1,WA_batteries_1_discharge_edge,Battery,capacity,1,3.9792675039869136
Electricity,capacity,elec_WA,WA_hydroelectric_pumped_storage_1,WA_hydroelectric_pumped_storage_1_discharge_edge,Battery,capacity,1,313.5952344386756
Electricity,capacity,elec_AZ,AZ_utilityscale_battery_storage_lithium_ion_moderate_0,AZ_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.47404398650846474
Electricity,capacity,elec_AZ,AZ_pumped_storage_hydropower_natlclass1_moderate_0,AZ_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.07458773431015354
Electricity,capacity,elec_CA,CA_utilityscale_battery_storage_lithium_ion_moderate_0,CA_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.45705467918525694
Electricity,capacity,elec_CA,CA_pumped_storage_hydropower_natlclass1_moderate_0,CA_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.05460908677696254
Electricity,capacity,elec_CO,CO_utilityscale_battery_storage_lithium_ion_moderate_0,CO_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.4904872127045822
Electricity,capacity,elec_CO,CO_pumped_storage_hydropower_natlclass1_moderate_0,CO_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.07278962799007946
Electricity,capacity,elec_ID,ID_utilityscale_battery_storage_lithium_ion_moderate_0,ID_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.4928727685271168
Electricity,capacity,elec_ID,ID_pumped_storage_hydropower_natlclass1_moderate_0,ID_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.06725050321799016
Electricity,capacity,elec_MT,MT_utilityscale_battery_storage_lithium_ion_moderate_0,MT_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.4903363581746457
Electricity,capacity,elec_MT,MT_pumped_storage_hydropower_natlclass1_moderate_0,MT_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.08327459031339313
Electricity,capacity,elec_NM,NM_utilityscale_battery_storage_lithium_ion_moderate_0,NM_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.5097115660195426
Electricity,capacity,elec_NM,NM_pumped_storage_hydropower_natlclass1_moderate_0,NM_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.07362351137244845
Electricity,capacity,elec_NV,NV_utilityscale_battery_storage_lithium_ion_moderate_0,NV_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.48157764439192036
Electricity,capacity,elec_NV,NV_pumped_storage_hydropower_natlclass1_moderate_0,NV_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.06854576179119591
Electricity,capacity,elec_OR,OR_utilityscale_battery_storage_lithium_ion_moderate_0,OR_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.48011764893541076
Electricity,capacity,elec_OR,OR_pumped_storage_hydropower_natlclass1_moderate_0,OR_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.08545703340438114
Electricity,capacity,elec_UT,UT_utilityscale_battery_storage_lithium_ion_moderate_0,UT_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.48730612210608903
Electricity,capacity,elec_UT,UT_pumped_storage_hydropower_natlclass1_moderate_0,UT_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.06729006697484732
Electricity,capacity,elec_WA,WA_utilityscale_battery_storage_lithium_ion_moderate_0,WA_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.47499286969453197
Electricity,capacity,elec_WA,WA_pumped_storage_hydropower_natlclass1_moderate_0,WA_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.08540982861276455
Electricity,capacity,elec_WY,WY_utilityscale_battery_storage_lithium_ion_moderate_0,WY_utilityscale_battery_storage_lithium_ion_moderate_0_discharge_edge,Battery,capacity,1,0.5010115473397727
Electricity,capacity,elec_WY,WY_pumped_storage_hydropower_natlclass1_moderate_0,WY_pumped_storage_hydropower_natlclass1_moderate_0_discharge_edge,Battery,capacity,1,0.06726459092966068
Electricity,capacity,elec_AZ,AZ_conventional_steam_coal_1,AZ_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,2174.9944206140462
Electricity,capacity,elec_AZ,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,10507.160557672138
Electricity,capacity,elec_AZ,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,3036.269771680816
Electricity,capacity,elec_AZ,AZ_natural_gas_steam_turbine_1,AZ_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.337798016917238
Electricity,capacity,elec_AZ,AZ_nuclear_1,AZ_nuclear_1_elec_edge,ThermalPower{Uranium},capacity,1,4003.0
Electricity,capacity,elec_AZ,AZ_other_peaker_1,AZ_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,295.9674768789148
Electricity,capacity,elec_CA,CA_natural_gas_fired_combined_cycle_1,CA_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,8940.217497247335
Electricity,capacity,elec_CA,CA_natural_gas_fired_combustion_turbine_1,CA_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,3854.352746837293
Electricity,capacity,elec_CA,CA_natural_gas_steam_turbine_1,CA_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,0.0
Electricity,capacity,elec_CA,CA_nuclear_1,CA_nuclear_1_elec_edge,ThermalPower{Uranium},capacity,1,2240.0
Electricity,capacity,elec_CA,CA_other_peaker_1,CA_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,504.97886837829645
Electricity,capacity,elec_CO,CO_conventional_steam_coal_1,CO_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,1270.9964621120719
Electricity,capacity,elec_CO,CO_natural_gas_fired_combined_cycle_1,CO_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,3410.06525716879
Electricity,capacity,elec_CO,CO_natural_gas_fired_combustion_turbine_1,CO_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,61.69046590904184
Electricity,capacity,elec_CO,CO_natural_gas_steam_turbine_1,CO_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.87943512516667
Electricity,capacity,elec_CO,CO_other_peaker_1,CO_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,400.27712498207006
Electricity,capacity,elec_ID,ID_natural_gas_fired_combined_cycle_1,ID_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,601.8497490026468
Electricity,capacity,elec_ID,ID_natural_gas_fired_combustion_turbine_1,ID_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,669.7487194007273
Electricity,capacity,elec_ID,ID_natural_gas_steam_turbine_1,ID_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,0.0
Electricity,capacity,elec_ID,ID_other_peaker_1,ID_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,5.397769504135677
Electricity,capacity,elec_MT,MT_conventional_steam_coal_1,MT_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,1627.4971479980522
Electricity,capacity,elec_MT,MT_natural_gas_fired_combustion_turbine_1,MT_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,144.1176263287538
Electricity,capacity,elec_MT,MT_other_peaker_1,MT_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,53.99235239613115
Electricity,capacity,elec_NM,NM_conventional_steam_coal_1,NM_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,0.0
Electricity,capacity,elec_NM,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,937.3660733196317
Electricity,capacity,elec_NM,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,696.3589936058197
Electricity,capacity,elec_NM,NM_natural_gas_steam_turbine_1,NM_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.369093115841092
Electricity,capacity,elec_NM,NM_other_peaker_1,NM_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.392916266390397
Electricity,capacity,elec_NV,NV_conventional_steam_coal_1,NV_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,741.1853192022206
Electricity,capacity,elec_NV,NV_natural_gas_fired_combined_cycle_1,NV_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,5086.575360924193
Electricity,capacity,elec_NV,NV_natural_gas_fired_combustion_turbine_1,NV_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,1231.9074317781672
Electricity,capacity,elec_NV,NV_natural_gas_steam_turbine_1,NV_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.656751601561064
Electricity,capacity,elec_NV,NV_other_peaker_1,NV_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,0.0
Electricity,capacity,elec_OR,OR_natural_gas_fired_combined_cycle_1,OR_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,3680.7837110288497
Electricity,capacity,elec_OR,OR_natural_gas_fired_combustion_turbine_1,OR_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,138.99046056051208
Electricity,capacity,elec_OR,OR_other_peaker_1,OR_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,224.3548523524133
Electricity,capacity,elec_UT,UT_conventional_steam_coal_1,UT_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,2780.996354773908
Electricity,capacity,elec_UT,UT_natural_gas_fired_combined_cycle_1,UT_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,1905.3337382980915
Electricity,capacity,elec_UT,UT_natural_gas_fired_combustion_turbine_1,UT_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,285.2948033283321
Electricity,capacity,elec_UT,UT_natural_gas_steam_turbine_1,UT_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.968330151521919
Electricity,capacity,elec_UT,UT_other_peaker_1,UT_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,91.68950652546148
Electricity,capacity,elec_WA,WA_conventional_steam_coal_1,WA_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,0.0
Electricity,capacity,elec_WA,WA_natural_gas_fired_combined_cycle_1,WA_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,2958.3462874075817
Electricity,capacity,elec_WA,WA_natural_gas_fired_combustion_turbine_1,WA_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,744.9799011079045
Electricity,capacity,elec_WA,WA_natural_gas_steam_turbine_1,WA_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,0.0
Electricity,capacity,elec_WA,WA_nuclear_1,WA_nuclear_1_elec_edge,ThermalPower{Uranium},capacity,1,1172.0
Electricity,capacity,elec_WA,WA_other_peaker_1,WA_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,26.525468806844497
Electricity,capacity,elec_WY,WY_conventional_steam_coal_1,WY_conventional_steam_coal_1_elec_edge,ThermalPower{Coal},capacity,1,5810.981853879598
Electricity,capacity,elec_WY,WY_natural_gas_fired_combined_cycle_1,WY_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},capacity,1,93.93922576137712
Electricity,capacity,elec_WY,WY_natural_gas_fired_combustion_turbine_1,WY_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,21.32500756181572
Electricity,capacity,elec_WY,WY_natural_gas_steam_turbine_1,WY_natural_gas_steam_turbine_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.959535099760991
Electricity,capacity,elec_WY,WY_other_peaker_1,WY_other_peaker_1_elec_edge,ThermalPower{NaturalGas},capacity,1,4.592157134898956
Electricity,capacity,elec_AZ,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,1.2712836198390005
Electricity,capacity,elec_AZ,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.28742030252120593
Electricity,capacity,elec_AZ,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.47743967694312694
Electricity,capacity,elec_AZ,AZ_nuclear_nuclear__large_moderate_0,AZ_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.11900479628678151
Electricity,capacity,elec_CA,CA_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.9187911789382833
Electricity,capacity,elec_CA,CA_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.297500779094707
Electricity,capacity,elec_CA,CA_naturalgas_combustion_turbine_fframe_moderate_0,CA_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.46918462660994903
Electricity,capacity,elec_CA,CA_nuclear_nuclear__large_moderate_0,CA_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.09562554507981524
Electricity,capacity,elec_CO,CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,CO_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,1.467238656666518
Electricity,capacity,elec_CO,CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.3035093926703466
Electricity,capacity,elec_CO,CO_naturalgas_combustion_turbine_fframe_moderate_0,CO_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.48886988356286176
Electricity,capacity,elec_CO,CO_nuclear_nuclear__large_moderate_0,CO_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.12344454881437064
Electricity,capacity,elec_ID,ID_naturalgas_2on1_combined_cycle_fframe_moderate_0,ID_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,1.2371231472191682
Electricity,capacity,elec_ID,ID_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,ID_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.2757405980384452
Electricity,capacity,elec_ID,ID_naturalgas_combustion_turbine_fframe_moderate_0,ID_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.44093438388714035
Electricity,capacity,elec_ID,ID_nuclear_nuclear__large_moderate_0,ID_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.10789233677962917
Electricity,capacity,elec_MT,MT_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,1.0051463781038679
Electricity,capacity,elec_MT,MT_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,MT_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.2542645079923127
Electricity,capacity,elec_MT,MT_naturalgas_combustion_turbine_fframe_moderate_0,MT_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.40108566432062437
Electricity,capacity,elec_MT,MT_nuclear_nuclear__large_moderate_0,MT_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.10818071570712152
Electricity,capacity,elec_NM,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,1.2971606086571426
Electricity,capacity,elec_NM,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.2900040161604468
Electricity,capacity,elec_NM,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.48075250547014625
Electricity,capacity,elec_NM,NM_nuclear_nuclear__large_moderate_0,NM_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.1196630055713755
Electricity,capacity,elec_NV,NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,NV_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,1.1301799446274103
Electricity,capacity,elec_NV,NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.27197217299851384
Electricity,capacity,elec_NV,NV_naturalgas_combustion_turbine_fframe_moderate_0,NV_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.43707413901966524
Electricity,capacity,elec_NV,NV_nuclear_nuclear__large_moderate_0,NV_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.10808749214634132
Electricity,capacity,elec_OR,OR_naturalgas_2on1_combined_cycle_fframe_moderate_0,OR_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.8405425021068225
Electricity,capacity,elec_OR,OR_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,OR_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.239633037487293
Electricity,capacity,elec_OR,OR_naturalgas_combustion_turbine_fframe_moderate_0,OR_naturalgas_combustion_turbine_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.39435539643235895
Electricity,capacity,elec_OR,OR_nuclear_nuclear__large_moderate_0,OR_nuclear_nuclear__large_moderate_0_elec_edge,ThermalPower{Uranium},capacity,1,0.10560633956427949
Electricity,capacity,elec_UT,UT_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_naturalgas_2on1_combined_cycle_fframe_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,1.1651844540671863
Electricity,capacity,elec_UT,UT_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,UT_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0_elec_edge,ThermalPower{NaturalGas},capacity,1,0.2745202891890518
