Period_Index,Rep_Period,Rep_Period_Index
1,265,11
2,265,11
3,314,16
4,314,16
5,364,20
6,165,4
7,364,20
8,265,11
9,265,11
10,113,2
11,113,2
12,113,2
13,113,2
14,333,17
15,333,17
16,278,12
17,333,17
18,278,12
19,291,13
20,291,13
21,291,13
22,291,13
23,278,12
24,291,13
25,187,5
26,187,5
27,187,5
28,187,5
29,187,5
30,187,5
31,187,5
32,188,6
33,188,6
34,188,6
35,140,3
36,140,3
37,140,3
38,140,3
39,140,3
40,44,1
41,165,4
42,44,1
43,165,4
44,44,1
45,44,1
46,44,1
47,44,1
48,44,1
49,44,1
50,314,16
51,265,11
52,265,11
53,265,11
54,265,11
55,44,1
56,265,11
57,265,11
58,265,11
59,44,1
60,165,4
61,44,1
62,113,2
63,113,2
64,113,2
65,113,2
66,113,2
67,333,17
68,113,2
69,333,17
70,278,12
71,278,12
72,278,12
73,278,12
74,278,12
75,278,12
76,278,12
77,291,13
78,291,13
79,291,13
80,187,5
81,187,5
82,187,5
83,187,5
84,187,5
85,187,5
86,188,6
87,188,6
88,140,3
89,140,3
90,140,3
91,140,3
92,140,3
93,165,4
94,165,4
95,44,1
96,165,4
97,307,15
98,307,15
99,307,15
100,307,15
101,44,1
102,314,16
103,265,11
104,265,11
105,265,11
106,265,11
107,314,16
108,314,16
109,265,11
110,165,4
111,364,20
112,44,1
113,113,2
114,113,2
115,113,2
116,113,2
117,113,2
118,333,17
119,333,17
120,333,17
121,278,12
122,333,17
123,278,12
124,278,12
125,291,13
126,291,13
127,278,12
128,291,13
129,291,13
130,291,13
131,187,5
132,187,5
133,187,5
134,187,5
135,187,5
136,188,6
137,188,6
138,188,6
139,188,6
140,140,3
141,140,3
142,140,3
143,140,3
144,352,19
145,165,4
146,165,4
147,352,19
148,352,19
149,307,15
150,307,15
151,307,15
152,307,15
153,314,16
154,314,16
155,314,16
156,314,16
157,364,20
158,314,16
159,364,20
160,265,11
161,165,4
162,165,4
163,165,4
164,165,4
165,165,4
166,165,4
167,165,4
168,113,2
169,113,2
170,113,2
171,113,2
172,140,3
173,113,2
174,113,2
175,333,17
176,187,5
177,333,17
178,278,12
179,291,13
180,278,12
181,291,13
182,291,13
183,291,13
184,187,5
185,187,5
186,187,5
187,187,5
188,188,6
189,188,6
190,188,6
191,188,6
192,188,6
193,140,3
194,140,3
195,140,3
196,140,3
197,352,19
198,165,4
199,307,15
200,44,1
201,307,15
202,307,15
203,265,11
204,314,16
205,314,16
206,307,15
207,207,7
208,314,16
209,265,11
210,314,16
211,218,8
212,218,8
213,218,8
214,218,8
215,218,8
216,218,8
217,218,8
218,218,8
219,218,8
220,218,8
221,218,8
222,218,8
223,230,9
224,230,9
225,230,9
226,230,9
227,230,9
228,230,9
229,230,9
230,230,9
231,230,9
232,238,10
233,238,10
234,238,10
235,238,10
236,238,10
237,238,10
238,238,10
239,238,10
240,187,5
241,187,5
242,187,5
243,187,5
244,187,5
245,187,5
246,140,3
247,140,3
248,140,3
249,44,1
250,165,4
251,140,3
252,44,1
253,265,11
254,307,15
255,307,15
256,307,15
257,314,16
258,314,16
259,314,16
260,314,16
261,307,15
262,314,16
263,314,16
264,265,11
265,265,11
266,165,4
267,165,4
268,364,20
269,265,11
270,265,11
271,113,2
272,218,8
273,218,8
274,218,8
275,278,12
276,278,12
277,278,12
278,278,12
279,278,12
280,291,13
281,278,12
282,278,12
283,291,13
284,278,12
285,291,13
286,291,13
287,291,13
288,291,13
289,291,13
290,291,13
291,291,13
292,187,5
293,187,5
294,187,5
295,187,5
296,188,6
297,140,3
298,140,3
299,299,14
300,140,3
301,165,4
302,352,19
303,44,1
304,352,19
305,165,4
306,307,15
307,307,15
308,307,15
309,307,15
310,307,15
311,364,20
312,265,11
313,314,16
314,314,16
315,314,16
316,314,16
317,364,20
318,44,1
319,364,20
320,44,1
321,364,20
322,364,20
323,352,19
324,352,19
325,113,2
326,140,3
327,333,17
328,333,17
329,333,17
330,333,17
331,333,17
332,291,13
333,333,17
334,333,17
335,333,17
336,291,13
337,291,13
338,333,17
339,339,18
340,187,5
341,187,5
342,187,5
343,187,5
344,188,6
345,188,6
346,188,6
347,188,6
348,140,3
349,140,3
350,140,3
351,352,19
352,352,19
353,352,19
354,352,19
355,352,19
356,352,19
357,307,15
358,307,15
359,307,15
360,364,20
361,307,15
362,364,20
363,364,20
364,364,20
365,364,20
