AZ_onshore_wind_turbine_1,AZ_solar_photovoltaic_1,CA_onshore_wind_turbine_1,CA_solar_photovoltaic_1,CO_onshore_wind_turbine_1,CO_solar_photovoltaic_1,ID_onshore_wind_turbine_1,ID_solar_photovoltaic_1,MT_onshore_wind_turbine_1,MT_solar_photovoltaic_1,NM_onshore_wind_turbine_1,NM_solar_photovoltaic_1,NV_onshore_wind_turbine_1,NV_solar_photovoltaic_1,OR_onshore_wind_turbine_1,OR_solar_photovoltaic_1,UT_onshore_wind_turbine_1,UT_solar_photovoltaic_1,WA_onshore_wind_turbine_1,WA_solar_photovoltaic_1,WY_onshore_wind_turbine_1,WY_solar_photovoltaic_1,AZ_landbasedwind_class3_moderate_1,AZ_utilitypv_class1_moderate_1,CA_landbasedwind_class3_moderate_1,CA_utilitypv_class1_moderate_1,CA_offshorewind_class3_moderate_fixed_1_1,CA_offshorewind_class3_moderate_fixed_0_1,CA_offshorewind_class12_moderate_floating_0_1,CO_landbasedwind_class3_moderate_1,CO_utilitypv_class1_moderate_1,ID_landbasedwind_class3_moderate_1,ID_utilitypv_class1_moderate_1,MT_landbasedwind_class3_moderate_1,MT_utilitypv_class1_moderate_1,NM_landbasedwind_class3_moderate_1,NM_utilitypv_class1_moderate_1,NV_landbasedwind_class3_moderate_1,NV_utilitypv_class1_moderate_1,OR_landbasedwind_class3_moderate_1,OR_utilitypv_class1_moderate_1,OR_offshorewind_class3_moderate_fixed_1_1,OR_offshorewind_class3_moderate_fixed_0_1,OR_offshorewind_class12_moderate_floating_0_1,UT_landbasedwind_class3_moderate_1,UT_utilitypv_class1_moderate_1,WA_landbasedwind_class3_moderate_1,WA_utilitypv_class1_moderate_1,WA_offshorewind_class3_moderate_fixed_1_1,WA_offshorewind_class3_moderate_fixed_0_1,WA_offshorewind_class12_moderate_floating_0_1,WY_landbasedwind_class3_moderate_1,WY_utilitypv_class1_moderate_1,CA_NearField_2_5_254_c235
0.837853117,0.150639182,0.824166372,0.031341216,0.078857483,0.127606768,0.442380385,0.105825,0.304831867,0.015443503,0.712067759,0.125827555,0.943,0.112120596,0.487561255,0.004064582,0.724683153,0.140975414,0.596239725,0.0,0.252500872,0.0845,0.539661944,0.107214719,0.879169822,0.016630558,0.97849381,0.97849381,0.97849381,0.222677574,0.140875161,0.649449348,0.030646125,0.305492878,0.081525072,0.528238416,0.134790629,0.604802608,0.048411358,0.794205129,0.00252252,0.952930272,0.952930272,0.952930272,0.508324742,0.073601924,0.712650359,0.000636883,0.983003676,0.983003676,0.983003676,0.292959422,0.122257993,1.04
0.687360432,0.160814075,0.902776564,0.141996084,0.045677388,0.09501033,0.445005583,0.25885,0.292769337,0.036694915,0.765820471,0.184487927,0.71,0.172435905,0.547097842,0.124259468,0.737566461,0.225546335,0.573184127,0.053000531,0.368409732,0.018,0.488441676,0.264202148,0.869556606,0.176731333,0.976440549,0.976440549,0.976440549,0.199446902,0.223649159,0.629762292,0.208281562,0.283111244,0.242125571,0.529672861,0.266333282,0.543306172,0.224541336,0.791824579,0.10711614,0.956606805,0.956606805,0.956606805,0.49974525,0.225311473,0.70618242,0.121077955,0.983003676,0.983003676,0.983003676,0.264381438,0.193985045,1.04
0.692996367,0.186467467,0.859135917,0.209376078,0.038753344,0.144495696,0.420872616,0.187525,0.241888675,0.040353107,0.863610223,0.197169346,0.915,0.191985466,0.463926097,0.160232222,0.818055384,0.218174686,0.580387416,0.073386412,0.585821742,0.0615,0.470754534,0.329180717,0.878040433,0.318838179,0.973121285,0.973121285,0.973121285,0.180188596,0.232729077,0.578115463,0.376024365,0.241340235,0.320490837,0.608805478,0.30687052,0.515118778,0.345850796,0.791518152,0.253154963,0.95237112,0.95237112,0.95237112,0.496094823,0.312069327,0.653083801,0.305519432,0.983003676,0.983003676,0.983003676,0.219203174,0.228659898,1.04
0.70304703,0.184386194,0.737438023,0.285297916,0.048531341,0.130832024,0.379242579,0.2221,0.193322651,0.046553672,0.933160835,0.209564723,0.943,0.198643234,0.373580246,0.149058738,0.765545337,0.221444288,0.601567438,0.076573779,0.638927187,0.066,0.482379943,0.34750241,0.902825654,0.325999647,0.9798069,0.9798069,0.9798069,0.182391644,0.257509559,0.539178848,0.395871878,0.20044525,0.309823692,0.678790271,0.317691714,0.54780519,0.38248983,0.793304563,0.28917712,0.95132935,0.95132935,0.95132935,0.522255778,0.327364981,0.552656054,0.348235965,0.983003676,0.983003676,0.983003676,0.205688536,0.249334008,1.05
0.722474521,0.165066965,0.753532255,0.33759897,0.039077077,0.095803461,0.437581092,0.303075,0.15183494,0.061497175,0.915897991,0.198623539,0.949,0.207291119,0.361727976,0.199302366,0.6548949,0.202151846,0.545818236,0.079200372,0.798894208,0.0755,0.478042483,0.356131226,0.931000769,0.353610963,0.978049457,0.978049457,0.978049457,0.2008086,0.271593273,0.554422021,0.378037035,0.178073615,0.303417772,0.702669382,0.327012032,0.605594754,0.398477316,0.793412864,0.274994671,0.976178288,0.976178288,0.976178288,0.545774281,0.33872506,0.50608778,0.315526098,0.983003676,0.983003676,0.983003676,0.219259113,0.262444198,1.05
0.762794796,0.16325987,0.6777231,0.344655418,0.119527969,0.052788849,0.46215167,0.34825,0.148529096,0.058050847,0.921207721,0.199878817,0.946,0.227816957,0.419728478,0.202688924,0.716881504,0.180745028,0.58078555,0.065363323,0.825075505,0.079,0.497899771,0.359801263,0.923696995,0.350006998,0.96958065,0.96958065,0.96958065,0.239000306,0.26916334,0.601445377,0.369997293,0.167115629,0.305394024,0.715375781,0.32943514,0.656027794,0.39172554,0.820054412,0.254963547,0.980384171,0.980384171,0.980384171,0.585166454,0.343485177,0.476653844,0.289489865,0.983003676,0.983003676,0.983003676,0.238821879,0.255610287,1.05
0.811332057,0.098422346,0.475584193,0.359839604,0.193449242,0.031373852,0.503565832,0.223275,0.165133735,0.019446328,0.863761689,0.148579218,0.869,0.186141677,0.501967746,0.250561791,0.777927872,0.141664785,0.623533808,0.092765658,0.857056224,0.0145,0.521101475,0.356612533,0.929594994,0.335114837,0.965406299,0.965406299,0.965406299,0.285350502,0.269308418,0.641976416,0.369763255,0.165240556,0.323041081,0.723542571,0.319521636,0.693619847,0.386839211,0.836070955,0.230618134,0.982781172,0.982781172,0.982781172,0.597898304,0.357861072,0.51533705,0.267173439,0.980216384,0.980216384,0.980216384,0.263362288,0.248761564,1.06
0.831008247,0.192185704,0.577241929,0.413463786,0.219953158,0.154483224,0.51766828,0.192125,0.165695241,0.23970904,0.810162709,0.220576732,0.909,0.249266879,0.671139491,0.325894963,0.733902885,0.193583959,0.692715129,0.184388004,0.866298485,0.01,0.549950778,0.354739815,0.927359343,0.301909596,0.96835351,0.96835351,0.96835351,0.329360604,0.250833869,0.673507214,0.351900488,0.176534727,0.310965002,0.708009601,0.300410002,0.716751635,0.370649844,0.850461304,0.185851753,0.982990742,0.982990742,0.982990742,0.585007191,0.358666897,0.554454327,0.225758761,0.983003676,0.983003676,0.983003676,0.303679168,0.219123244,1.06
0.794460383,0.048658365,0.525956851,0.342639628,0.239592815,0.001371711,0.653585373,0.055225,0.175309157,0.000110169,0.709482505,0.010140229,0.883,0.119896963,0.663388807,0.248810617,0.554089645,0.061962986,0.742879326,0.319498408,0.810654518,0.0,0.567818165,0.24946925,0.892845273,0.225030825,0.976226985,0.976226985,0.976226985,0.348987877,0.106836736,0.712319672,0.214565754,0.205550283,0.141899019,0.642936051,0.178729519,0.687240899,0.248820469,0.859952807,0.135675371,0.982772589,0.982772589,0.982772589,0.545084059,0.223350555,0.655812621,0.129211605,0.982139528,0.982139528,0.982139528,0.34584704,0.102399945,1.06
0.491225528,0.0,0.604309857,0.064372819,0.182149073,0.0,0.753378059,0.0,0.212966988,0.0,0.488307682,0.0,0.933,0.003940598,0.593020171,0.04698399,0.666729778,0.0,0.71001432,0.041958599,0.865179415,0.0,0.573804796,0.033167366,0.891231418,0.057089798,0.972385526,0.972385526,0.972385526,0.349744558,0.003922678,0.749305844,0.030688545,0.235359937,0.003641913,0.537937582,0.015561009,0.638658285,0.035831939,0.863511264,0.03848087,0.982263565,0.982263565,0.982263565,0.536645651,0.024801448,0.754219592,0.023731247,0.983003676,0.983003676,0.983003676,0.36734432,0.001879894,1.07
0.342334904,0.0,0.442246933,0.000281066,0.194274807,0.0,0.846410254,0.0,0.195437771,0.0,0.453905748,0.0,0.453,0.0,0.484517823,0.0,0.365195518,0.0,0.619031239,0.0,0.868044404,0.0,0.627748907,0.0,0.881738484,0.00010991,0.963826537,0.963826537,0.963826537,0.327287734,0.0,0.750431418,0.0,0.253272593,0.0,0.482056171,0.0,0.590938807,0.0,0.850271761,1.01e-7,0.982897282,0.982897282,0.982897282,0.496314108,0.0,0.798688889,0.0,0.981815398,0.981815398,0.981815398,0.377742857,0.0,1.07
0.173175454,0.0,0.594205554,0.0,0.236315199,0.0,0.83177175,0.0,0.250915783,0.0,0.361049893,0.0,0.366,0.0,0.438449773,0.0,0.294593509,0.0,0.53692831,0.0,0.886173557,0.0,0.711423576,0.0,0.8576473,0.0,0.969734728,0.969734728,0.969734728,0.287284493,0.0,0.730574429,0.0,0.265208542,0.0,0.437600255,0.0,0.561600327,0.0,0.831551254,0.0,0.982655883,0.982655883,0.982655883,0.472762555,0.0,0.803851724,0.0,0.982983768,0.982983768,0.982983768,0.408192545,0.0,1.07
0.275189396,0.0,0.627507415,0.0,0.221577486,0.0,0.85242142,0.0,0.298559277,0.0,0.282115735,0.0,0.834,0.0,0.421736291,0.0,0.43784338,0.0,0.494926863,0.0,0.880059778,0.0,0.785973132,0.0,0.829180658,0.0,0.944737256,0.944737256,0.944737256,0.267755568,0.0,0.700543821,0.0,0.266018152,0.0,0.43890503,0.0,0.507161856,0.0,0.82073319,0.0,0.981763899,0.981763899,0.981763899,0.439468831,0.0,0.781463861,0.0,0.983003676,0.983003676,0.983003676,0.426613748,0.0,1.05
0.502470201,0.0,0.709951907,0.0,0.202985981,0.0,0.774180422,0.0,0.321535301,0.0,0.348652621,0.0,0.692,0.0,0.508901781,0.0,0.236952859,0.0,0.423402474,0.0,0.893759612,0.0,0.817239344,0.0,0.797154963,0.0,0.925471902,0.925471902,0.925471902,0.247356445,0.0,0.657837451,0.0,0.269335419,0.0,0.47150138,0.0,0.482360065,0.0,0.788790047,0.0,0.979923308,0.979923308,0.979923308,0.402600914,0.0,0.773400068,0.0,0.983003676,0.983003676,0.983003676,0.446581423,0.0,1.03
0.633396073,0.0,0.550248459,0.0,0.225067549,0.0,0.77420536,0.0,0.284774699,0.0,0.638030197,0.0,0.815,0.0,0.417297998,0.0,0.115182638,0.0,0.318351955,0.0,0.889613106,0.0,0.81842339,0.0,0.778760791,0.0,0.948275149,0.948275149,0.948275149,0.254072249,0.0,0.626149058,0.0,0.265910715,0.0,0.511420906,0.0,0.512410402,0.0,0.763815522,0.0,0.977697968,0.977697968,0.977697968,0.361833632,0.0,0.738093734,0.0,0.983003676,0.983003676,0.983003676,0.47135663,0.0,1.01
0.504619048,0.0,0.259881904,0.0,0.332529393,0.0,0.752477715,0.0,0.26205241,0.0,0.645190292,0.0,0.362,0.0,0.312191037,0.0,0.077744462,0.0,0.309223101,0.0,0.875073337,0.0,0.849723339,0.0,0.785737157,0.0,0.966514885,0.966514885,0.966514885,0.249878377,0.0,0.583912015,0.0,0.255748987,0.0,0.557313263,0.0,0.517399967,0.0,0.739129424,0.0,0.963729501,0.963729501,0.963729501,0.320522606,0.0,0.696917772,0.0,0.983003676,0.983003676,0.983003676,0.496789306,0.0,1.0
0.605178105,0.0,0.388713335,0.0,0.382664591,0.0,0.716324556,0.0,0.210722169,0.0,0.701573663,0.0,0.239,0.0,0.230585395,0.0,0.071862184,0.0,0.268673379,0.0,0.877018634,0.0,0.860285521,0.0,0.816775501,0.0,0.975063384,0.975063384,0.975063384,0.242646575,0.0,0.543549001,0.0,0.25426051,0.0,0.596794546,0.0,0.493876308,0.0,0.72099328,0.0,0.938971281,0.938971281,0.938971281,0.27782765,0.0,0.700788498,0.0,0.981778979,0.981778979,0.981778979,0.492422312,0.0,0.99
0.646131075,0.0,0.838097284,0.0,0.428776935,0.0,0.647014981,0.0,0.213477831,0.0,0.465967755,0.0,0.231,0.0,0.227400613,0.0,0.183926842,0.0,0.284479952,0.0,0.887892184,0.0,0.844888151,0.0,0.808126509,0.0,0.981146514,0.981146514,0.981146514,0.256609976,0.0,0.512212634,0.0,0.261622697,0.0,0.61935544,0.0,0.489096165,0.0,0.695350826,0.0,0.912953079,0.912953079,0.912953079,0.220034614,0.0,0.718135417,0.0,0.983003676,0.983003676,0.983003676,0.492289007,0.0,0.99
0.767569563,0.0,0.869510528,0.0,0.409694908,0.0,0.500888434,0.0,0.236286024,0.0,0.367091464,0.0,0.115,0.0,0.224479841,0.0,0.205871973,0.0,0.273281062,0.0,0.855163701,0.0,0.827051759,0.0,0.80468291,0.0,0.974336028,0.974336028,0.974336028,0.235114992,0.0,0.486510098,0.0,0.265150011,0.0,0.60718739,0.0,0.457098901,0.0,0.68087548,0.0,0.879110157,0.879110157,0.879110157,0.209515363,0.0,0.736044347,0.0,0.982636034,0.982636034,0.982636034,0.512829304,0.0,1.0
0.828969759,0.0,0.876926274,0.0,0.329872793,0.0,0.446691449,0.0,0.350228494,0.0,0.336929234,0.0,0.11,0.0,0.226102841,0.0,0.207692684,0.0,0.267117426,0.0,0.807214452,0.0,0.778596342,0.0,0.788738847,0.0,0.979573071,0.979573071,0.979573071,0.201895386,0.0,0.469405442,0.0,0.254040509,0.0,0.613030791,0.0,0.453951746,0.0,0.669260263,0.0,0.820940316,0.820940316,0.820940316,0.195076749,0.0,0.719205081,0.0,0.982317567,0.982317567,0.982317567,0.519524455,0.0,1.01
0.695567403,0.0,0.943198108,0.0,0.23103115,0.0,0.44609947,0.0,0.331554157,0.0,0.284609569,0.0,0.331,0.0,0.23171519,0.0,0.19645492,0.0,0.33524064,0.0,0.795339813,0.0,0.753524244,0.0,0.801041543,0.0,0.980242372,0.980242372,0.980242372,0.185180813,0.0,0.465608031,0.0,0.244151816,0.0,0.649945259,0.0,0.468010813,0.0,0.663245082,0.0,0.789382339,0.789382339,0.789382339,0.158905774,0.0,0.700318098,0.0,0.979114473,0.979114473,0.979114473,0.508856416,0.0,1.01
0.791988414,0.0,0.979693927,0.0,0.161264876,0.0,0.428465153,0.0,0.313682651,0.0,0.310331866,0.0,0.391,0.0,0.240071893,0.0,0.034275116,0.0,0.422175092,0.0,0.638424687,0.0,0.692216158,0.0,0.795799375,0.0,0.976497054,0.976497054,0.976497054,0.183892652,0.0,0.469789803,0.0,0.227477625,0.0,0.682990015,0.0,0.488231033,0.0,0.647078753,0.0,0.770172358,0.770172358,0.770172358,0.148556814,0.0,0.678041995,0.0,0.97693336,0.97693336,0.97693336,0.479648024,0.0,1.02
0.727792538,0.0,0.937275618,0.0,0.130294772,0.0,0.405988834,0.0,0.27260259,0.0,0.363026842,0.0,0.206,0.0,0.236084981,0.0,0.054562081,0.0,0.407655397,0.0,0.570419903,0.0,0.619998634,0.0,0.810324609,0.0,0.92680645,0.92680645,0.92680645,0.183481902,0.0,0.468767613,0.0,0.21976088,0.0,0.712281704,0.0,0.501693726,0.0,0.645495057,0.0,0.763318419,0.763318419,0.763318419,0.152645588,0.0,0.663326919,0.0,0.975052118,0.975052118,0.975052118,0.447338551,0.0,1.04
0.672716446,0.002770751,0.926848154,0.0,0.101503451,0.029886213,0.373840048,0.0,0.253312651,0.0,0.854625866,0.01868242,0.331,0.0,0.223890502,0.0,0.605325605,0.000230637,0.384069298,0.0,0.365479517,0.0,0.546572387,0.002936605,0.811774611,0.0,0.942727923,0.942727923,0.942727923,0.175271899,0.015273584,0.481367856,0.0,0.207391098,0.0,0.712751746,0.010074913,0.499726802,3.81e-5,0.644492269,0.0,0.78204602,0.78204602,0.78204602,0.150090694,0.0,0.64554733,0.0,0.937355459,0.937355459,0.937355459,0.396588594,0.013851069,1.05
0.79533353,0.10459818,0.323246445,0.034359777,0.109431274,0.084362308,0.292989485,0.153175,0.297338133,0.013943503,0.83379681,0.127696979,0.198,0.079861669,0.230799191,0.003482401,0.799673364,0.097729079,0.431979332,0.0,0.397246809,0.1605,0.496032834,0.122489184,0.827100158,0.017868543,0.971593142,0.971593142,0.971593142,0.151576012,0.112260468,0.503595829,0.03391384,0.198169649,0.07293193,0.713539302,0.120128289,0.490366727,0.070320249,0.665282726,0.00304064,0.776190221,0.776190221,0.776190221,0.151428819,0.089430362,0.677854478,0.000869886,0.82171309,0.82171309,0.82171309,0.337135077,0.100357771,1.06
0.659005793,0.116148434,0.918958316,0.140138585,0.03493219,0.141222607,0.334233554,0.302375,0.235467831,0.041855932,0.847322803,0.143493382,0.397,0.132209329,0.244029943,0.116742117,0.849283101,0.101368698,0.468471684,0.070566879,0.370168525,0.1115,0.428509593,0.313563973,0.821978748,0.179250509,0.949217558,0.949217558,0.949217558,0.111037076,0.192128852,0.517017484,0.248928353,0.175531387,0.247967407,0.714842856,0.258874714,0.46151191,0.30764097,0.692359924,0.122409254,0.748472214,0.748472214,0.748472214,0.142153457,0.294517189,0.686317742,0.1316403,0.719651878,0.719651878,0.719651878,0.225642011,0.175863162,1.07
0.719007658,0.095078686,0.250647849,0.295284233,0.027019031,0.073595334,0.397534661,0.2479,0.214035663,0.058844633,0.9061804,0.197305604,0.846,0.144473133,0.236349544,0.171958507,0.836066461,0.101776222,0.401200779,0.050388004,0.378376223,0.146,0.398082793,0.393895626,0.840497255,0.326805919,0.975135684,0.975135684,0.975135684,0.086792305,0.227655828,0.49805209,0.431956887,0.133481368,0.339685202,0.75745368,0.296242028,0.435241848,0.426381141,0.695240796,0.287768424,0.760842323,0.760842323,0.760842323,0.125982806,0.411629289,0.65550065,0.346214175,0.594156802,0.594156802,0.594156802,0.132607415,0.215409756,1.07
0.723587138,0.112644143,0.882286482,0.364616475,0.05936204,0.118654777,0.376053969,0.252075,0.180306867,0.09029096,0.963181794,0.204161276,0.868,0.122251826,0.247455324,0.198108277,0.844970118,0.113428237,0.314764114,0.048224522,0.359407841,0.081,0.383450061,0.422339141,0.853645563,0.333236873,0.982267797,0.982267797,0.982267797,0.094380528,0.26677987,0.498297006,0.442744195,0.102278106,0.341214776,0.832146525,0.324071586,0.425159574,0.442286462,0.673810065,0.303107083,0.823606491,0.823606491,0.823606491,0.153166875,0.421721905,0.531428516,0.376134753,0.575817168,0.575817168,0.575817168,0.093872152,0.239280477,1.07
0.59909838,0.11515199,0.805142386,0.352899688,0.065889032,0.147486778,0.473831488,0.2207,0.135664699,0.080409605,0.964792322,0.231902576,0.855,0.140210131,0.265430556,0.192294001,0.743956208,0.118300337,0.277930229,0.074231953,0.297798479,0.1255,0.378960073,0.451871485,0.87970382,0.343529433,0.98299861,0.98299861,0.98299861,0.104215749,0.295337498,0.538079441,0.417431623,0.083992332,0.340168893,0.870731294,0.340532273,0.43599391,0.447564006,0.67047137,0.280503988,0.873322606,0.873322606,0.873322606,0.196256652,0.423290849,0.384792864,0.344007581,0.468420058,0.468420058,0.468420058,0.075904727,0.263234228,1.08
0.655974374,0.14608986,0.643477632,0.414088763,0.084329888,0.14090279,0.534488415,0.17765,0.121018614,0.050855932,0.954614014,0.21179366,0.886,0.128127599,0.385851616,0.212417796,0.701343637,0.140637371,0.23704426,0.097204618,0.28136151,0.0645,0.378165066,0.472945243,0.884579241,0.348516077,0.981527567,0.981527567,0.981527567,0.118227586,0.297472507,0.597280383,0.392089784,0.077679075,0.3491005,0.880341709,0.341168553,0.488143414,0.432301968,0.689288735,0.273380697,0.871785462,0.871785462,0.871785462,0.228608325,0.424362898,0.375671536,0.314525515,0.400469273,0.400469273,0.400469273,0.068185739,0.275922328,1.08
