AZ_conventional_hydroelectric_1,CA_conventional_hydroelectric_1,CO_conventional_hydroelectric_1,ID_conventional_hydroelectric_1,MT_conventional_hydroelectric_1,NV_conventional_hydroelectric_1,OR_conventional_hydroelectric_1,UT_conventional_hydroelectric_1,WA_conventional_hydroelectric_1,WY_conventional_hydroelectric_1
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
0.28654879331588745,0.4509025812149048,0.11090045422315598,0.31759780645370483,0.490928590297699,0.17609496414661407,0.49907881021499634,0.28905224800109863,0.38454341888427734,0.11491438746452332
