Period_Index,Rep_Period,Rep_Period_Index
1,106,4
2,159,7
3,159,7
4,159,7
5,159,7
6,159,7
7,307,18
8,106,4
9,65,3
10,11,1
11,11,1
12,11,1
13,119,5
14,337,19
15,119,5
16,119,5
17,283,15
18,283,15
19,291,16
20,283,15
21,283,15
22,291,16
23,119,5
24,337,19
25,337,19
26,188,8
27,188,8
28,188,8
29,188,8
30,188,8
31,188,8
32,188,8
33,188,8
34,188,8
35,188,8
36,140,6
37,140,6
38,140,6
39,140,6
40,44,2
41,44,2
42,44,2
43,44,2
44,44,2
45,44,2
46,307,18
47,44,2
48,307,18
49,266,14
50,159,7
51,106,4
52,106,4
53,106,4
54,106,4
55,106,4
56,106,4
57,106,4
58,106,4
59,106,4
60,159,7
61,159,7
62,65,3
63,11,1
64,65,3
65,65,3
66,65,3
67,65,3
68,119,5
69,65,3
70,119,5
71,283,15
72,283,15
73,119,5
74,283,15
75,283,15
76,283,15
77,291,16
78,291,16
79,291,16
80,291,16
81,291,16
82,291,16
83,188,8
84,188,8
85,188,8
86,188,8
87,188,8
88,140,6
89,140,6
90,140,6
91,140,6
92,140,6
93,44,2
94,44,2
95,44,2
96,44,2
97,307,18
98,307,18
99,307,18
100,307,18
101,159,7
102,159,7
103,106,4
104,106,4
105,106,4
106,106,4
107,266,14
108,266,14
109,106,4
110,159,7
111,159,7
112,159,7
113,65,3
114,65,3
115,65,3
116,65,3
117,65,3
118,119,5
119,119,5
120,119,5
121,119,5
122,283,15
123,283,15
124,283,15
125,291,16
126,291,16
127,283,15
128,283,15
129,283,15
130,291,16
131,291,16
132,291,16
133,291,16
134,188,8
135,188,8
136,188,8
137,188,8
138,188,8
139,188,8
140,140,6
141,140,6
142,140,6
143,140,6
144,44,2
145,44,2
146,44,2
147,44,2
148,44,2
149,307,18
150,307,18
151,307,18
152,307,18
153,159,7
154,266,14
155,159,7
156,266,14
157,159,7
158,159,7
159,159,7
160,106,4
161,159,7
162,159,7
163,159,7
164,159,7
165,159,7
166,44,2
167,65,3
168,65,3
169,65,3
170,65,3
171,65,3
172,140,6
173,65,3
174,119,5
175,119,5
176,188,8
177,119,5
178,119,5
179,283,15
180,283,15
181,224,11
182,291,16
183,283,15
184,291,16
185,291,16
186,291,16
187,188,8
188,188,8
189,188,8
190,188,8
191,188,8
192,140,6
193,140,6
194,140,6
195,140,6
196,140,6
197,44,2
198,44,2
199,307,18
200,307,18
201,307,18
202,307,18
203,307,18
204,106,4
205,266,14
206,307,18
207,207,9
208,307,18
209,266,14
210,213,10
211,213,10
212,213,10
213,213,10
214,213,10
215,213,10
216,213,10
217,213,10
218,213,10
219,213,10
220,224,11
221,224,11
222,224,11
223,224,11
224,224,11
225,224,11
226,224,11
227,224,11
228,224,11
229,224,11
230,224,11
231,237,12
232,237,12
233,237,12
234,237,12
235,237,12
236,237,12
237,237,12
238,237,12
239,241,13
240,241,13
241,241,13
242,241,13
243,241,13
244,241,13
245,188,8
246,140,6
247,140,6
248,140,6
249,44,2
250,44,2
251,140,6
252,44,2
253,266,14
254,307,18
255,266,14
256,307,18
257,307,18
258,266,14
259,266,14
260,307,18
261,307,18
262,159,7
263,159,7
264,106,4
265,106,4
266,266,14
267,159,7
268,307,18
269,106,4
270,106,4
271,213,10
272,11,1
273,11,1
274,11,1
275,283,15
276,119,5
277,283,15
278,283,15
279,283,15
280,291,16
281,283,15
282,119,5
283,283,15
284,283,15
285,337,19
286,283,15
287,283,15
288,291,16
289,291,16
290,291,16
291,291,16
292,291,16
293,188,8
294,188,8
295,188,8
296,188,8
297,140,6
298,140,6
299,299,17
300,140,6
301,44,2
302,44,2
303,44,2
304,44,2
305,44,2
306,307,18
307,307,18
308,307,18
309,307,18
310,307,18
311,307,18
312,106,4
313,159,7
314,159,7
315,159,7
316,266,14
317,159,7
318,159,7
319,159,7
320,159,7
321,106,4
322,159,7
323,65,3
324,11,1
325,65,3
326,140,6
327,11,1
328,11,1
329,11,1
330,11,1
331,337,19
332,337,19
333,337,19
334,337,19
335,337,19
336,337,19
337,337,19
338,337,19
339,339,20
340,188,8
341,188,8
342,188,8
343,188,8
344,188,8
345,188,8
346,188,8
347,188,8
348,188,8
349,140,6
350,140,6
351,44,2
352,44,2
353,44,2
354,44,2
355,44,2
356,44,2
357,307,18
358,44,2
359,307,18
360,307,18
361,307,18
362,159,7
363,307,18
364,307,18
365,159,7
